customer_id,Churn,Days_Since_Last_Flight,Flights_Last_3_Months,Flights_Last_12_Months,Travel_Frequency_Trend,Loyalty_Tier,Tier_Downgrade_Indicator,Points_Expired,Points_Redeemed_Last_12M,Delay_Rate_Percent,Cancellation_Count,Baggage_Mishandling_Count,Support_Ticket_Count_Last_6_12M,Avg_Resolution_Time_Hours,Days_Since_Last_Login,Login_Frequency_Last_90_Days,Total_Spend_Last_6_Months,Refund_Count,Ancillary_Purchase_Count,Disruption_Stress_Score,Engagement_Trend_Index
5452,0,47,4,28,-35.7,Bronze,0,3278,2,15.97,2,0,1,13.56,0,17,1817.0,1,10,34.79,18.89
5453,0,106,5,54,6.74,Bronze,0,2792,4,14.54,1,0,1,9.16,3,12,2733.9539002332167,1,9,19.36,12.51
5454,0,43,3,15,-29.17,Silver,0,2790,0,7.09,2,1,1,10.9,1,28,547.41,1,6,52.13,30.84
5455,0,0,8,20,60.2,Platinum,0,2225,3,20.98,0,0,0,2.42,51,23,3280.0,0,6,6.29,11.58
5456,1,326,1,4,-31.22,Bronze,0,9552,0,96.64,5,5,12,91.32,91,2,216.2,1,0,203.99,-22.71
5457,0,163,4,19,-10.05,Silver,0,1688,6,14.48,1,0,1,8.67,4,14,1890.27,0,9,19.34,14.46
5458,0,70,3,19,-35.91,Gold,0,0,7,27.68,0,0,1,25.6,6,12,2795.06,3,15,8.3,11.69
5459,1,489,2,4,58.74,Silver,0,12324,0,47.78,3,3,0,0.51,214,0,0.0,1,1,119.33,-58.63
5460,0,41,3,18,-39.53,Bronze,1,1953,4,5.98,2,0,2,8.79,22,9,773.43,0,7,31.79,3.97
5461,1,556,0,3,-100.0,Silver,1,6405,0,21.99,2,1,13,50.61,166,1,0.0,5,1,56.6,-44.37
5462,1,318,0,3,-95.13,Silver,0,17646,0,52.44,5,1,10,35.18,150,1,0.0,1,1,110.73,-39.98
5463,0,12,2,20,-57.62,Platinum,0,2042,2,17.68,0,1,11,4.873570902819337,10,15,4325.66,1,7,25.3,13.93
5464,0,0,6,17,55.93,Gold,0,3208,6,13.24,2,0,3,20.93,29,18,2686.67,1,11,33.97,12.05
5465,0,0,8,25,27.29,Bronze,0,2091,6,3.38,1,1,2,32.44,0,18,930.33,0,5,36.01,20.0
5466,1,237,1,3,32.37,Bronze,0,12024,0,65.12,8,0,0,4.03,100,0,0.0,1,1,139.54,-27.4
5467,1,340,0,3,-100.0,Bronze,0,15003,1,54.91,5,1,6,50.33,315,0,111.57,3,0,111.47,-86.3
5468,0,45,5,23,-12.38,Bronze,0,4085,3,15.25,0,0,1,5.41,11,16,848.56,0,7,4.58,14.76
5469,0,26,7,17,44.05,Bronze,0,0,7,30.44,0,0,1,15.9,0,20,1017.14,0,14,9.13,22.22
5470,0,109,3,16,-50.71,Gold,0,5174,2,11.13,1,1,2,28.46,7,18,1510.06,0,4,38.34,18.08
5471,0,100,1,16,-70.89,Bronze,0,0,8,4.21,2,1,2,23.86,9,19,2107.68,0,9,51.26,18.65
5472,1,143,0,6,-100.0,Gold,0,12524,0,49.53,5,0,9,84.74,75,2,0.0,2,1,89.86,-18.33
5473,0,40,3,15,-2.95,Bronze,0,181,2,21.98,0,0,1,8.22,6,11,1785.87,0,6,6.59,10.58
5474,0,101,4,12,50.78,Silver,0,2456,5,28.06,0,0,1,18.15,0,21,792.11,1,7,8.42,23.33
5475,1,375,0,4,-100.0,Bronze,0,6911,0,44.4,4,4,0,2.42,192,1,0.0,4,2,153.32,-51.49
5476,1,274,0,4,-100.0,Gold,0,6259,1,73.88,0,3,14,98.0,104,1,138.57,6,0,82.16,-27.38
5477,1,266,1,6,-55.98,Bronze,0,8679,0,36.47,4,0,9,43.47,158,2,19.46,4,7,70.94,-41.07
5478,1,62,0,10,-100.0,Silver,0,13832,0,67.66,7,1,0,2.51,80,1,41.38,2,0,145.3,-20.81
5479,0,35,1,10,-62.32,Platinum,0,882,5,9.88,0,0,1,16.9,2,22,2005.32,1,14,2.96,23.9
5480,0,10,2,18,-62.28,Bronze,0,4818,5,7.85,0,0,1,21.37,1,18,1299.14,0,5,2.36,19.73
5481,1,237,0,4,-100.0,Bronze,0,7425,0,92.79,3,4,0,4.26,102,1,0.0,1,3,152.84,-26.83
5482,0,174,3,19,-35.96,Platinum,0,1302,4,20.15,0,1,1,34.25,113,18,4375.27,0,4,26.04,-10.96
5483,1,219,0,4,-100.0,Gold,0,0,0,62.24,4,3,5,58.7,79,3,400.14,2,1,138.67,-18.31
5484,0,72,2,18,-29.55,Bronze,0,1549,5,12.02,0,0,2,2.06,13,17,1055.67,0,9,3.61,15.33
5485,1,299,0,4,-100.0,Silver,0,4360,0,80.98,4,3,10,90.45,197,1,0.0,3,1,144.29,-52.86
5486,1,503,0,1,-100.0,Silver,0,4309,0,54.34,4,1,0,5.34,182,3,0.0,1,0,96.3,-46.53
5487,0,100,4,18,32.4,Platinum,0,2006,1,17.03,0,1,10,4.84711979377645,3,23,4080.1,0,9,25.11,24.73
5488,1,162,0,2,-100.0,Bronze,0,5174,1,72.21,2,4,0,5.42,194,1,0.0,4,1,131.66,-52.04
5489,0,0,6,19,43.4,Gold,0,1322,2,16.26,0,0,2,10.04,15,30,1359.1,0,4,4.88,29.22
5490,0,28,6,20,57.84,Bronze,0,2120,5,11.91,2,0,3,31.53,0,22,1341.53,0,9,33.57,24.44
5491,0,13,3,20,-35.65,Silver,0,0,4,4.56,1,0,6,17.193453702678042,4,16,1983.41,0,6,16.37,16.68
5492,1,121,2,4,77.89,Bronze,1,5163,0,56.68,3,0,0,2.6,259,1,0.0,2,0,62.0,-69.85
5493,0,40,2,17,-60.33,Bronze,0,3637,2,2.07,0,0,3,27.89,6,9,1240.94,1,6,0.62,8.36
5494,0,82,6,21,15.81,Silver,0,50,4,13.07,0,1,1,33.25,5,16,533.03,1,1,23.92,16.41
5495,0,12,3,48,-23.41,Silver,0,0,3,9.07,2,0,7,7.871759180200186,0,15,2597.310171938892,0,7,32.72,16.67
5496,0,98,5,14,59.36,Platinum,0,213,5,8.65,0,0,2,27.39,5,18,894.21,0,5,2.6,18.63
5497,0,72,5,18,56.56,Gold,1,3816,8,8.95,1,0,1,12.12,0,20,1334.53,0,8,17.68,22.22
5498,1,420,0,2,-100.0,Silver,1,6155,0,86.05,4,2,0,5.31,197,1,0.0,2,3,125.82,-52.86
5499,0,28,8,16,128.05,Bronze,0,292,1,18.25,1,0,2,26.16,12,25,702.03,0,8,20.48,24.49
5500,1,197,0,7,-100.0,Bronze,0,11099,1,22.81,4,4,13,36.86,198,0,256.64,1,1,146.84,-54.25
5501,0,6,7,22,39.47,Bronze,0,0,3,24.45,0,0,1,28.54,0,19,856.15,0,6,7.33,21.11
5502,1,226,0,5,-100.0,Silver,0,18512,0,87.42,2,5,12,38.27,227,0,0.0,1,4,156.23,-62.19
5503,1,417,0,6,-100.0,Bronze,0,3036,0,6.74,3,1,0,3.2,121,1,335.4139415856591,3,2,67.02,-32.04
5504,0,43,2,20,-51.54,Bronze,0,0,4,0.0,1,0,2,13.11,6,16,748.26,0,10,15.0,16.13
5505,1,196,2,3,123.1,Silver,0,10436,0,63.47,3,4,8,93.02,109,1,0.0,5,2,144.04,-28.75
5506,1,150,0,2,-100.0,Silver,1,0,0,39.55,5,2,0,3.21,225,0,27.14,5,0,126.86,-61.64
5507,0,41,5,17,23.2,Silver,0,0,4,11.56,2,0,4,26.28,0,18,1123.36,0,9,33.47,20.0
5508,1,595,0,6,-100.0,Bronze,0,10592,2,78.99,8,2,0,1.98,194,2,0.0,4,2,183.7,-50.93
5509,1,521,0,9,-100.0,Silver,0,8861,2,92.82,3,1,0,4.14,269,1,246.26092454686565,4,2,92.85,-72.59
5510,1,420,0,3,-100.0,Silver,0,22957,2,37.04,9,3,0,4.44,328,0,0.0,1,2,206.11,-89.86
5511,0,77,7,21,15.69,Platinum,1,750,4,7.29,0,0,1,13.15,21,15,3265.87,0,8,2.19,10.91
5512,1,227,1,3,1.24,Bronze,0,5823,0,40.84,1,4,0,4.35,73,2,0.0,3,1,107.25,-17.78
5513,0,21,2,11,-44.93,Bronze,0,329,1,0.0,0,1,2,9.74,8,24,1467.62,0,7,20.0,24.47
5514,0,68,2,15,-70.04,Bronze,0,2328,5,9.33,0,1,8,30.67264313169734,26,16,1579.93,0,12,22.8,10.65
5515,1,341,2,3,102.63,Bronze,1,7519,0,94.99,3,5,13,117.93,122,1,0.0,3,1,173.5,-32.31
5516,0,0,7,20,56.21,Gold,0,801,7,7.14,1,0,2,23.37,0,16,1582.49,0,5,17.14,17.78
5517,0,10,8,19,58.98,Bronze,0,0,4,5.32,3,0,1,15.34,2,9,1208.87,1,5,46.6,9.45
5518,0,5,7,22,32.97,Gold,0,3080,2,2.12,0,0,1,37.56,0,12,3149.19,2,8,0.64,13.33
5519,1,109,0,3,-100.0,Silver,0,385,0,35.53,4,0,13,62.69,98,2,0.0,4,2,70.66,-24.63
5520,0,23,3,21,-27.16,Platinum,0,583,5,4.97,3,0,3,33.62,16,13,2281.84,1,6,46.49,10.06
5521,1,229,0,6,-100.0,Bronze,1,16368,0,77.6,3,1,9,49.64,144,0,0.0,4,2,88.28,-39.45
5522,0,59,2,16,-42.95,Bronze,0,2139,8,10.69,0,0,2,9.51,6,22,1483.0,1,4,3.21,22.8
5523,0,0,7,22,27.88,Platinum,0,2210,4,3.77,1,0,2,31.55,5,16,3615.71,0,4,16.13,16.41
5524,0,0,6,12,121.23,Bronze,0,690,1,28.64,0,0,3,22.26,0,25,1108.65,0,8,8.59,27.78
5525,1,291,1,7,-65.72,Gold,1,2373,0,26.96,4,2,14,48.72,267,0,122.53,6,2,108.09,-73.15
5526,0,64,4,14,-16.27,Gold,0,970,2,9.09,1,0,2,31.02,0,16,1648.91,0,11,17.73,17.78
5527,0,56,9,26,67.6,Bronze,0,1186,3,8.9,2,0,1,15.87,0,19,451.35,0,14,32.67,21.11
5528,0,15,4,13,49.68,Bronze,0,2526,5,2.71,0,0,1,22.1,0,19,887.56,0,9,0.81,21.11
5529,1,325,0,4,-100.0,Silver,0,13710,0,89.91,3,1,14,61.21,79,1,37.08,5,4,91.97,-20.53
5530,0,0,8,21,35.33,Bronze,0,0,3,0.0,0,0,1,28.39,13,15,690.71,0,4,0.0,13.11
5531,0,8,7,22,44.47,Bronze,0,643,2,13.92,3,0,3,13.55,8,19,1853.79,1,6,49.18,18.92
5532,0,61,2,13,-17.87,Silver,0,3382,6,17.54,1,1,3,6.28,11,16,792.33,0,10,40.26,14.76
5533,0,0,9,27,35.6,Bronze,0,1615,6,11.27,0,1,1,16.05,7,20,730.67,0,5,23.38,20.3
5534,1,366,0,2,-100.0,Silver,0,17116,0,95.36,2,4,9,76.74,124,1,0.0,3,2,138.61,-32.86
5535,0,28,1,12,-28.32,Gold,0,3057,7,13.55,0,2,2,14.65,8,25,1143.73,1,11,44.06,25.59
5536,0,19,4,24,-32.4,Platinum,0,0,3,1.85,0,0,4,11.63,0,21,2367.6,1,10,0.56,23.33
5537,1,410,0,8,-100.0,Silver,1,0,0,41.8,5,4,12,104.16,145,3,0.0,3,2,167.54,-36.39
5538,0,34,3,17,-25.15,Bronze,0,3717,0,17.21,0,0,2,16.16,12,16,590.19,1,11,5.16,14.49
5539,1,256,0,5,-100.0,Bronze,0,8437,0,89.08,8,2,13,81.5,311,0,0.0,4,5,186.72,-85.21
5540,0,109,5,24,-8.93,Bronze,0,2267,6,13.43,1,0,3,9.3,0,18,980.6,0,8,19.03,20.0
5541,0,0,7,19,38.11,Silver,0,2454,7,16.05,0,0,3,5.67,7,11,1581.79,0,9,4.82,10.3
5542,0,7,2,15,-17.72,Silver,0,0,6,39.75,0,0,2,9.81,3,18,1666.41,1,10,11.92,19.18
5543,0,23,1,6,-28.4,Silver,0,2853,2,13.95,0,0,1,11.75,10,20,1244.5,0,4,4.18,19.48
5544,1,326,2,3,143.77,Bronze,0,8939,0,42.64,2,2,0,4.51,213,0,0.0,7,2,82.79,-58.36
5545,0,37,3,17,-9.82,Platinum,0,0,1,0.0,2,0,1,5.75,37,15,4465.88,0,8,30.0,6.53
5546,1,282,0,7,-100.0,Bronze,0,0,2,48.26,4,1,0,5.81,298,1,62.02,1,0,94.48,-80.53
5547,1,210,0,1,-100.0,Bronze,0,2838,1,34.6,7,1,13,60.39,294,1,0.0,2,2,135.38,-79.44
5548,1,106,0,3,-100.0,Silver,1,0,0,94.86,4,2,13,77.82,290,1,0.0,2,1,128.46,-78.34
5549,0,76,5,14,67.31,Bronze,0,1636,5,11.89,0,0,1,8.52,1,14,552.99,1,6,3.57,15.28
5550,0,21,1,14,-92.57,Gold,0,1107,1,5.66,2,1,6,34.78001475454027,7,19,1744.52,0,9,51.7,19.19
5551,1,417,1,4,-38.52,Bronze,0,0,2,72.75,7,2,12,87.94,178,1,45.85,2,1,166.82,-47.66
5552,0,95,1,13,-73.68,Silver,0,2470,3,19.07,0,0,1,5.78,10,19,1935.02,0,11,5.72,18.37
5553,1,320,2,3,155.74,Gold,0,12966,0,80.82,5,1,0,3.47,154,1,88.56,5,2,119.25,-41.08
5554,1,278,0,5,-100.0,Bronze,0,0,0,37.97,3,7,12,63.21,137,1,0.0,1,1,196.39,-36.42
5555,0,45,2,17,-47.62,Gold,0,1626,2,2.61,1,1,3,22.29,6,18,1605.14,0,10,35.78,18.36
5556,0,10,5,16,6.01,Gold,0,2946,2,5.75,1,0,1,14.48,2,16,1922.91,0,10,16.73,17.23
5557,1,223,0,4,-73.78,Platinum,1,10309,0,19.85,2,2,12,64.32,365,0,0.0,1,3,75.96,-100.0
5558,1,435,0,4,-100.0,Bronze,1,15901,0,53.84,2,1,0,5.3,270,0,0.0,5,0,66.15,-73.97
5559,1,540,1,5,-58.03,Bronze,0,12999,0,36.02,6,3,6,55.09,135,0,0.0,3,0,160.81,-36.99
5560,1,248,0,2,-100.0,Bronze,0,1816,1,45.86,2,3,9,61.59,141,1,0.0,6,2,103.76,-37.52
5561,0,6,10,23,85.06,Silver,0,2577,7,4.51,1,0,1,16.46,20,12,1494.75,0,8,16.35,7.85
5562,0,33,3,22,-38.46,Bronze,0,3514,5,19.74,0,1,3,7.32,12,16,762.78,1,8,25.92,14.49
5563,1,276,1,4,-32.43,Gold,0,22199,0,37.24,3,1,0,5.51,91,2,39.56,1,2,76.17,-22.71
5564,0,26,7,17,47.65,Silver,0,1472,4,1.91,1,0,2,4.76,25,18,2127.64,0,8,15.57,13.15
5565,0,99,2,18,-77.56,Platinum,0,104,4,5.16,1,0,2,16.01,4,20,3227.02,1,9,16.55,21.13
5566,1,322,1,4,-1.14,Bronze,0,9785,0,43.9,2,1,0,1.21,215,1,0.0,3,2,63.17,-57.79
5567,0,134,3,19,-49.89,Silver,0,1951,3,8.91,1,0,4,21.07,0,20,1290.55,1,9,17.67,22.22
5568,0,43,3,21,-25.42,Silver,0,0,2,17.29,1,0,1,23.63,11,18,654.94,0,6,20.19,16.99
5569,0,51,4,21,-20.87,Bronze,0,2227,4,8.85,0,0,3,16.81,0,17,541.12,1,9,2.66,18.89
5570,0,41,2,14,-16.95,Platinum,0,3353,3,8.08,0,1,11,16.526419981940023,19,21,3397.63,0,9,22.42,18.13
5571,0,53,4,16,11.43,Gold,0,0,3,17.53,2,0,2,27.92,0,15,1517.19,0,10,35.26,16.67
5572,0,40,8,19,78.08,Gold,0,3371,3,0.0,3,0,3,24.81,16,17,2960.38,1,8,45.0,14.51
5573,0,83,4,18,-0.54,Silver,0,246,4,24.03,2,0,4,34.02,0,19,1108.64,0,15,37.21,21.11
5574,1,207,0,0,-100.0,Bronze,0,6021,0,85.55,1,2,0,1.66,136,2,0.0,5,2,80.66,-35.04
5575,1,183,0,5,-100.0,Platinum,0,18984,0,73.9,4,2,11,68.29,182,1,14.95,3,1,122.17,-48.75
5576,1,336,0,5,-100.0,Silver,1,14058,0,40.97,3,2,13,84.98,129,2,0.0,2,0,97.29,-33.12
5577,1,370,0,3,-100.0,Gold,1,6340,0,70.11,4,1,14,89.99,187,2,0.0,2,0,101.03,-49.01
5578,0,0,8,21,22.23,Bronze,0,0,3,11.97,0,0,2,9.22,0,20,1606.53,1,8,3.59,22.22
5579,0,86,5,19,15.86,Silver,0,0,3,0.0,2,1,2,12.71,3,19,1568.54,0,8,50.0,20.29
5580,0,50,5,23,-9.97,Gold,0,4103,3,14.91,2,0,2,21.62,9,23,3117.37,0,6,34.47,23.09
5581,1,382,2,3,151.18,Bronze,1,10557,0,38.04,3,2,12,17.72,115,2,0.0,4,2,96.41,-29.28
5582,0,33,5,14,66.05,Platinum,0,144,1,5.95,1,1,2,11.78,0,21,2627.63,1,9,36.78,23.33
5583,0,34,3,23,-30.53,Silver,0,0,3,7.92,2,1,1,21.05,0,32,1162.34,0,11,52.38,35.56
5584,1,406,0,5,-100.0,Silver,1,12402,1,73.5,5,2,0,3.13,89,0,0.0,4,1,137.05,-24.38
5585,0,147,2,17,-59.19,Gold,0,0,1,12.33,0,0,4,20.17,1,11,1854.2,1,5,3.7,11.95
5586,0,34,4,19,0.73,Gold,0,2631,2,18.36,0,0,3,9.16,3,14,2550.46,0,10,5.51,14.73
5587,1,405,0,4,-100.0,Bronze,0,15331,0,0.15,1,2,13,58.49,323,0,0.0,5,0,55.04,-88.49
5588,0,44,1,18,-59.3,Silver,0,2516,7,2.24,0,0,1,16.66,4,15,883.53,0,8,0.67,15.57
5589,0,92,1,9,2.04,Gold,0,489,3,0.95,1,0,2,22.0,10,22,1843.93,0,10,15.28,21.7
5590,0,27,3,12,-35.27,Bronze,0,2097,3,9.67,1,0,2,9.13,38,12,1003.14,0,10,17.9,2.92
5591,1,325,1,3,13.05,Silver,1,2456,0,54.29,4,2,9,91.53,57,2,1.58,1,1,116.29,-13.39
5592,1,142,2,1,166.45,Bronze,0,18650,0,37.59,2,0,0,0.9,166,1,88.58,5,0,41.28,-44.37
5593,1,177,0,5,-100.0,Bronze,1,4340,0,39.5,7,2,10,29.91,226,1,0.0,4,3,156.85,-60.81
5594,0,182,1,16,-53.52,Bronze,0,2011,6,0.0,1,0,2,14.86,28,21,889.7,0,9,15.0,15.66
5595,1,232,1,7,-100.0,Platinum,0,9561,0,45.38,6,1,0,2.48,213,0,83.56,2,3,123.61,-58.36
5596,0,184,12,31,99.82,Gold,0,561,4,5.41,0,0,1,15.35,90,21,4143.15,2,12,1.62,-1.32
5597,1,377,0,2,-100.0,Platinum,1,2188,0,74.92,2,4,9,109.24,90,0,0.0,2,2,132.48,-24.66
5598,1,89,0,6,-100.0,Bronze,0,0,1,17.93,5,4,14,104.22,49,0,263.2,1,1,160.38,-13.42
5599,0,51,1,17,-100.0,Platinum,0,3019,0,22.0,1,0,1,19.23,19,21,2865.86,1,5,21.6,18.13
5600,1,332,1,4,-47.51,Bronze,0,2427,0,29.14,2,4,13,16.2,53,1,118.21,5,1,118.74,-13.41
5601,0,0,9,20,113.76,Bronze,0,521,4,31.42,0,0,4,22.29,0,26,1640.39,1,9,9.43,28.89
5602,1,360,2,4,103.41,Bronze,0,7948,0,30.2,4,4,11,48.24,217,1,0.0,1,2,149.06,-58.34
5603,0,72,4,16,3.73,Bronze,0,1208,0,36.17,1,1,3,13.74,14,22,1252.26,0,15,45.85,20.61
5604,0,61,5,20,20.81,Gold,0,0,5,12.32,0,0,4,22.75,2,12,1283.44,1,8,3.7,12.79
5605,0,0,12,29,66.12,Gold,0,1615,1,6.36,0,0,3,12.56,2,12,4268.0,3,5,1.91,12.79
5606,0,41,6,18,36.14,Silver,0,2585,3,13.34,0,0,1,13.26,11,24,954.29,0,3,4.0,23.65
5607,1,215,0,7,-100.0,Bronze,1,14614,0,73.29,2,0,12,27.18,254,0,0.0,4,1,51.99,-69.59
5608,1,455,1,4,-7.03,Bronze,0,8420,0,88.45,2,3,0,3.82,211,0,0.0,4,3,116.54,-57.81
5609,1,202,0,2,-100.0,Platinum,1,16007,1,90.13,1,3,0,5.81,176,1,10.19,7,2,102.04,-47.11
5610,0,54,4,20,-4.88,Silver,0,686,2,7.2,1,0,2,29.22,0,18,1881.1,1,8,17.16,20.0
5611,1,173,0,0,-100.0,Silver,1,11410,0,46.1,5,0,6,76.68,36,1,0.0,1,0,88.83,-8.75
5612,1,524,0,3,-82.62,Bronze,0,5539,1,55.08,4,3,0,4.24,328,0,0.0,1,4,136.52,-89.86
5613,0,121,2,18,-46.97,Gold,0,752,6,11.82,0,0,2,13.03,16,22,2352.32,1,10,3.55,20.06
5614,1,203,0,7,-100.0,Silver,1,16245,0,64.83,3,3,9,88.18,159,0,0.0,4,1,124.45,-43.56
5615,0,151,8,19,63.28,Gold,0,0,5,6.59,0,0,2,23.2,14,16,3099.48,0,7,1.98,13.94
5616,0,23,5,15,57.79,Bronze,0,2662,4,22.06,0,0,3,11.78,5,17,918.18,0,9,6.62,17.52
5617,1,291,0,3,-94.54,Silver,0,9575,0,45.77,4,1,6,6.0,143,1,0.0,3,2,93.73,-38.07
5618,1,243,0,3,-98.82,Bronze,0,4122,0,88.66,5,2,0,3.7,90,2,0.0,5,3,141.6,-22.44
5619,0,135,2,13,-39.29,Gold,0,364,4,4.16,3,0,1,4.81,3,21,1181.75,1,10,46.25,22.51
5620,1,160,0,3,-100.0,Bronze,0,9133,0,39.72,2,4,12,58.93,305,0,28.72,2,0,121.92,-83.56
5621,1,252,2,3,110.88,Bronze,0,6853,0,76.37,5,2,10,73.77,93,1,0.0,4,1,137.91,-24.37
5622,1,425,0,3,-100.0,Bronze,0,8251,2,88.71,4,7,11,6.0,131,1,0.0,4,0,226.61,-34.78
5623,0,30,6,28,-30.99,Bronze,0,44,4,0.0,0,2,4,17.11,9,24,1345.91,1,5,40.0,24.2
5624,1,125,0,1,-100.0,Bronze,0,2739,0,51.85,7,3,0,5.64,49,3,0.0,3,1,180.56,-10.09
5625,1,293,0,5,-100.0,Bronze,0,13899,1,43.21,5,6,0,1.48,285,0,0.0,5,2,207.96,-78.08
5626,1,93,0,3,-100.0,Silver,0,1531,0,94.55,7,2,9,76.59,306,1,0.0,3,2,173.36,-82.72
5627,1,261,1,6,-41.81,Bronze,1,7137,0,26.48,4,4,0,4.51,157,2,500.64,7,0,147.94,-40.79
5628,1,311,0,3,-100.0,Platinum,0,10346,0,71.54,1,3,14,78.78,158,1,397.01,4,1,96.46,-42.18
5629,0,26,5,28,-27.84,Gold,0,273,5,24.66,0,0,2,12.99,10,11,2275.67,0,12,7.4,9.48
5630,0,27,0,10,-74.78,Silver,0,0,7,21.91,1,2,4,29.37,1,13,599.29,0,6,61.57,14.17
5631,0,47,4,23,-29.25,Silver,0,810,0,5.0,1,0,1,15.79,5,19,2212.66,0,10,16.5,19.74
5632,0,18,2,15,-60.33,Gold,0,0,4,26.05,0,0,2,22.04,4,19,1317.4,1,6,7.82,20.02
5633,1,315,0,5,-100.0,Bronze,0,3496,0,41.7,8,0,14,64.17,281,1,0.0,2,1,132.51,-75.88
5634,1,352,0,6,-100.0,Bronze,0,7879,0,83.09,1,4,13,63.96,138,1,0.0,5,2,119.93,-36.7
5635,1,145,0,2,-100.0,Bronze,0,2840,2,9.44,2,2,6,32.43,248,1,0.0,4,1,72.83,-66.83
5636,1,383,0,4,-100.0,Bronze,1,367,0,65.65,3,3,8,87.12,221,0,0.0,5,1,124.7,-60.55
5637,1,339,1,3,9.7,Bronze,0,18038,0,92.0,8,6,13,85.48,104,0,95.89,4,1,267.6,-28.49
5638,1,71,0,4,-100.0,Bronze,0,13259,0,52.01,7,0,0,5.05,365,0,0.0,5,2,120.6,-100.0
5639,1,185,0,6,-100.0,Bronze,0,8126,0,77.14,5,1,0,2.63,246,1,90.83,1,1,118.14,-66.29
5640,0,0,9,17,114.94,Platinum,0,609,5,32.18,1,0,3,6.93,3,19,2001.08,1,6,24.65,20.29
5641,1,176,0,5,-100.0,Gold,0,13189,0,28.72,2,2,0,3.38,114,0,721.6,5,2,78.62,-31.23
5642,0,93,5,22,-16.75,Gold,0,1805,1,13.4,0,0,2,29.66,6,26,1442.15,0,14,4.02,27.25
5643,1,301,1,5,-76.05,Bronze,1,12771,0,72.68,3,1,12,6.0,290,1,0.0,1,0,86.8,-78.34
5644,1,262,2,6,-2.73,Silver,0,5961,0,84.31,2,2,10,64.22,87,2,64.56,3,3,95.29,-21.61
5645,0,1,6,23,11.88,Silver,0,458,6,8.88,0,1,1,23.27,0,22,2345.75,0,12,22.66,24.44
5646,1,148,0,0,-100.0,Silver,0,14182,0,67.25,2,1,0,3.2,135,1,0.0,3,1,70.18,-35.88
5647,0,36,5,16,20.47,Silver,0,383,4,19.2,1,0,1,8.65,6,18,1185.93,1,14,20.76,18.36
5648,0,0,6,24,-6.64,Platinum,0,4118,5,7.17,1,2,4,2.63,0,19,3516.54,0,7,57.15,21.11
5649,1,197,0,1,-100.0,Silver,1,2929,0,74.47,4,4,0,2.06,157,0,0.0,1,3,162.34,-43.01
5650,0,18,5,19,28.69,Bronze,1,0,4,7.32,1,0,2,18.86,0,14,1504.27,0,11,17.2,15.56
5651,1,565,0,1,-100.0,Silver,0,13354,1,100.0,5,2,0,3.14,271,2,0.0,4,1,145.0,-72.02
5652,1,335,0,15,-100.0,Bronze,0,0,0,100.0,8,5,0,2.25,313,0,0.0,1,2,250.0,-85.75
5653,0,96,6,16,54.77,Gold,0,712,5,14.6,0,0,1,16.77,4,23,1717.35,0,9,4.38,24.46
5654,0,134,5,18,26.89,Silver,0,1987,7,0.0,0,0,1,16.36,27,21,575.6,0,10,0.0,15.94
5655,1,379,0,21,-100.0,Bronze,0,6064,0,84.03,4,4,14,95.14,167,1,0.0,4,1,165.21,-44.64
5656,0,22,2,18,-31.85,Silver,0,2534,4,6.38,0,1,1,24.35,18,19,2111.06,0,10,21.91,16.18
5657,0,47,5,23,-11.44,Gold,0,0,3,4.87,0,0,0,1.35,0,18,672.76,0,1,1.46,20.0
5658,1,53,0,8,-100.0,Bronze,0,0,0,54.65,4,1,0,5.12,271,1,91.47,1,1,96.4,-73.14
5659,1,291,0,4,-100.0,Gold,0,10551,0,71.5,1,3,0,5.72,160,2,656.39,3,4,96.45,-41.61
5660,1,280,2,4,56.74,Bronze,1,16123,0,43.43,7,5,7,21.88,98,2,0.0,1,2,218.03,-24.63
5661,0,21,4,19,-24.35,Gold,0,1828,5,12.68,0,0,10,4.334193404120703,3,21,3332.52,0,9,3.8,22.51
5662,0,47,3,15,8.29,Bronze,0,606,4,11.67,1,0,1,12.18,20,25,844.45,0,4,18.5,22.3
5663,1,133,0,21,-100.0,Bronze,0,13104,0,70.53,6,0,0,0.77,111,1,265.8616362832396,2,4,111.16,-29.3
5664,0,10,6,21,-8.76,Silver,0,3373,6,29.84,0,0,3,15.55,22,22,2013.06,0,5,8.95,18.42
5665,0,85,6,17,54.39,Silver,0,1758,2,1.92,0,0,3,18.5,0,16,1785.76,2,8,0.58,17.78
5666,1,303,1,2,79.33,Platinum,0,5455,2,79.99,6,1,0,3.91,181,2,333.39,4,1,134.0,-47.37
5667,0,57,1,17,-46.55,Gold,0,1561,7,4.91,0,0,2,13.83,16,11,1632.21,1,7,1.47,7.84
5668,0,168,5,21,15.19,Gold,0,3700,3,7.51,2,1,1,15.56,0,14,1508.53,0,8,52.25,15.56
5669,1,183,0,3,-100.0,Silver,1,1066,0,38.94,5,2,10,39.3,292,1,0.0,1,1,126.68,-78.89
5670,0,29,9,23,44.39,Platinum,0,1198,2,2.49,0,0,2,11.85,0,21,5363.85,1,7,0.75,23.33
5671,0,17,4,17,8.96,Platinum,0,0,7,10.81,0,0,1,22.3,0,15,4371.87,1,7,3.24,16.67
5672,0,76,2,12,-14.98,Bronze,0,0,5,15.17,0,0,2,33.15,10,18,2054.58,0,10,4.55,17.26
