Passenger_Demographic_Segment,Age_Band,Home_Region,Traveller_Type,Income_Segment,Seasonal_Behaviour_Adjustment,Rolling_Flights_7_Days,Rolling_Flights_30_Days,Rolling_Flights_90_Days,Rolling_Flights_180_Days,Booking_Intent_Drop,Loyalty_Redemption_Trend,App_Web_Engagement_Slope,Email_Offer_Engagement_Decline,Support_Ticket_Momentum,Delay_Rate_Percent,Cancellation_Count,Baggage_Mishandling_Count,Support_Ticket_Count_6_12M,Avg_Resolution_Time_Hours,Days_Since_Last_Flight,Flights_Last_3_Months,Loyalty_Tier,Tier_Downgrade_Indicator,Days_Since_Last_Login,Refund_Count,Ancillary_Purchase_Count,Disruption_Stress_Score,Behavioural_Drift_Score,Engagement_Trend_Index,Churned
56-65_Europe_Mixed_Medium,56-65,Europe,Mixed,Medium,12.49,0,0,0,0,-46.8,-28.18,-0.797,-9.47,19.53,56.81,1,0,1,3.81,482,0,Bronze,0,198,0,1,32.04,96.61,-1.181,1
26-35_Middle East_Business_Low,26-35,Middle East,Business,Low,8.44,0,1,1,1,-11.16,-6.03,-1.28,-12.34,47.69,36.77,0,0,3,29.25,227,0,Bronze,0,272,0,1,11.03,54.46,-1.819,1
56-65_Asia-Pacific_Business_Medium,56-65,Asia-Pacific,Business,Medium,10.48,0,3,0,2,-49.93,31.17,-1.177,-50.34,68.15,28.71,0,2,0,15.17,652,0,Gold,1,291,0,1,48.61,51.35,-3.0,1
18-25_Europe_Leisure_High,18-25,Europe,Leisure,High,-18.47,0,0,0,2,-22.53,-37.22,-1.042,-51.29,69.46,19.74,0,0,1,41.87,677,0,Platinum,0,300,0,1,5.92,57.87,-1.187,1
46-55_Europe_Leisure_Medium,46-55,Europe,Leisure,Medium,-21.82,0,1,1,0,-13.54,0.32,-1.16,-6.28,39.18,27.74,0,3,3,41.07,536,0,Bronze,1,184,0,1,68.32,56.46,-1.231,1
26-35_North America_Business_Medium,26-35,North America,Business,Medium,9.27,0,0,2,4,20.0,18.78,0.43,-6.6,43.77,17.2,0,0,0,8.42,57,8,Bronze,0,11,0,6,5.16,48.26,0.335,0
46-55_Europe_Leisure_Medium,46-55,Europe,Leisure,Medium,20.62,0,1,0,2,-1.02,-0.66,-0.853,-20.22,61.87,45.57,2,0,1,27.27,616,0,Bronze,0,77,0,0,43.67,64.67,-0.642,1
56-65_Europe_Leisure_Medium,56-65,Europe,Leisure,Medium,7.73,0,0,1,1,4.18,-43.04,-1.412,10.0,17.26,37.94,1,0,7,8.7,364,0,Gold,1,97,0,1,26.38,66.05,-2.212,1
36-45_Asia-Pacific_Leisure_Medium,36-45,Asia-Pacific,Leisure,Medium,-0.05,1,0,2,4,-20.96,24.23,-0.05,-69.32,47.74,31.09,0,3,1,14.61,42,2,Bronze,0,20,2,5,69.33,70.49,-0.083,0
46-55_Asia-Pacific_Business_High,46-55,Asia-Pacific,Business,High,-4.9,0,3,5,7,4.85,-35.66,-0.238,-17.23,65.13,48.95,0,1,3,13.82,27,8,Gold,0,16,0,8,34.68,36.93,0.334,0
56-65_Latin America_Mixed_Medium,56-65,Latin America,Mixed,Medium,30.0,0,0,1,1,-51.34,0.61,-1.656,-57.44,48.84,40.21,0,0,2,11.16,719,0,Bronze,0,287,0,1,12.06,69.37,-0.712,1
56-65_North America_Leisure_Medium,56-65,North America,Leisure,Medium,7.49,0,0,0,1,-11.74,-32.75,-1.301,-29.82,41.6,34.24,0,0,2,16.42,677,1,Bronze,0,123,0,0,10.27,59.82,-1.017,1
56-65_Europe_Business_Medium,56-65,Europe,Business,Medium,-8.0,1,1,7,8,3.39,25.29,-0.202,-0.65,50.97,21.73,1,1,1,4.05,15,3,Bronze,0,5,0,3,41.52,54.92,-0.663,0
36-45_Europe_Business_Medium,36-45,Europe,Business,Medium,24.76,1,3,6,6,-19.39,11.88,0.949,10.0,65.95,8.28,1,1,3,40.78,78,11,Bronze,0,19,0,6,37.48,57.97,-0.074,0
36-45_Asia-Pacific_Business_High,36-45,Asia-Pacific,Business,High,20.83,1,2,3,4,20.0,-18.78,0.146,-33.16,65.79,24.84,0,0,2,9.66,59,11,Silver,0,2,0,7,7.45,55.71,-0.523,0
36-45_Europe_Leisure_High,36-45,Europe,Leisure,High,-26.49,0,0,4,1,10.95,-21.42,-0.721,-8.34,29.49,39.99,7,5,2,47.47,645,0,Bronze,1,140,0,0,100.0,83.84,-0.593,1
26-35_Latin America_Leisure_Medium,26-35,Latin America,Leisure,Medium,-23.41,0,1,2,3,14.12,2.16,-0.227,-8.64,36.45,7.78,1,0,0,18.95,12,12,Silver,0,7,2,6,17.33,47.01,-0.503,0
36-45_Asia-Pacific_Business_Low,36-45,Asia-Pacific,Business,Low,-8.09,2,0,5,6,-30.52,2.13,0.794,-31.24,56.69,9.46,0,0,1,12.01,33,3,Bronze,0,25,0,9,2.84,17.95,1.076,0
36-45_North America_Leisure_Medium,36-45,North America,Leisure,Medium,14.14,0,1,1,3,20.0,-10.51,-0.272,-43.3,56.99,9.02,0,0,0,23.15,88,5,Silver,0,26,2,5,2.71,38.68,2.0,0
36-45_North America_Leisure_High,36-45,North America,Leisure,High,-13.7,1,2,5,10,3.62,-6.8,0.15,10.0,41.94,42.36,0,4,2,30.63,82,7,Gold,0,5,0,10,92.71,28.29,0.312,0
46-55_Middle East_Business_Low,46-55,Middle East,Business,Low,-20.3,0,0,5,6,-18.49,-9.04,0.319,-23.74,45.63,14.69,0,0,2,8.24,46,3,Bronze,0,5,0,8,4.41,1.63,1.282,0
36-45_Asia-Pacific_Leisure_High,36-45,Asia-Pacific,Leisure,High,7.21,1,1,1,4,20.0,20.29,1.0,-26.16,52.82,9.21,0,0,1,9.32,63,4,Gold,1,19,0,7,2.76,0.0,-0.626,0
26-35_North America_Business_Medium,26-35,North America,Business,Medium,-33.95,0,0,0,0,-33.33,-28.13,-0.995,10.0,82.37,14.35,0,0,2,16.71,270,0,Bronze,1,276,1,1,4.31,53.78,-1.526,1
56-65_North America_Business_Low,56-65,North America,Business,Low,-10.27,0,0,0,2,-44.37,-25.91,-0.552,-58.12,26.65,7.96,0,0,3,42.43,613,0,Gold,1,145,0,2,2.39,47.7,0.126,1
46-55_Asia-Pacific_Leisure_Medium,46-55,Asia-Pacific,Leisure,Medium,-21.11,0,1,2,0,-5.35,14.04,-1.118,-20.85,44.79,14.08,0,0,1,32.11,302,0,Silver,0,333,2,2,4.22,41.02,-1.116,1
18-25_Asia-Pacific_Business_Medium,18-25,Asia-Pacific,Business,Medium,-5.12,0,2,3,4,3.29,-9.88,0.486,-15.82,42.79,18.4,2,0,3,21.92,49,7,Silver,0,25,0,2,35.52,48.49,2.0,0
36-45_North America_Leisure_Low,36-45,North America,Leisure,Low,-19.22,0,1,4,5,-27.02,-29.71,0.308,10.0,66.66,19.77,0,0,3,16.21,21,4,Bronze,0,15,0,6,5.93,0.0,-0.009,0
56-65_Europe_Mixed_Medium,56-65,Europe,Mixed,Medium,-7.28,0,0,1,1,-25.93,11.39,0.374,-14.72,58.87,53.05,0,0,4,25.39,58,5,Bronze,0,25,1,5,15.91,7.96,-0.213,0
56-65_Europe_Business_Medium,56-65,Europe,Business,Medium,1.32,1,0,6,8,-32.95,-20.28,0.683,-23.71,0.91,10.04,0,0,4,22.63,53,6,Silver,0,15,0,4,3.01,35.75,2.0,0
46-55_Latin America_Business_High,46-55,Latin America,Business,High,-3.05,0,4,8,13,11.82,23.2,-0.088,-35.1,8.52,35.98,0,0,0,25.05,23,7,Gold,1,1,0,13,10.79,16.69,1.093,0
18-25_North America_Leisure_High,18-25,North America,Leisure,High,-13.06,0,3,9,11,-28.27,-6.93,1.0,-20.1,28.56,27.08,2,0,3,30.27,87,11,Platinum,0,2,0,4,38.12,0.0,-0.571,0
65+_Asia-Pacific_Business_High,65+,Asia-Pacific,Business,High,-10.13,0,1,2,0,-21.81,-0.47,-1.329,-15.79,40.08,54.7,1,0,3,15.04,195,1,Platinum,1,89,1,0,31.41,97.84,-2.047,1
26-35_Asia-Pacific_Business_Medium,26-35,Asia-Pacific,Business,Medium,28.82,0,2,0,2,20.0,-0.45,0.555,-17.31,42.28,17.95,2,1,2,26.75,72,9,Bronze,0,5,1,7,55.39,38.26,-0.16,0
65+_North America_Leisure_Low,65+,North America,Leisure,Low,8.24,0,0,1,2,-37.32,-32.92,-0.804,-10.67,51.92,21.01,0,0,6,34.39,615,0,Bronze,1,126,0,1,6.3,53.41,-1.549,1
56-65_Asia-Pacific_Mixed_Medium,56-65,Asia-Pacific,Mixed,Medium,-8.48,0,0,0,1,-1.22,-8.31,-0.851,-13.06,27.46,66.21,0,0,3,28.89,197,0,Gold,1,349,0,1,19.86,77.69,-2.156,1
65+_North America_Business_High,65+,North America,Business,High,-2.33,0,0,2,1,8.61,-39.72,-0.557,-47.71,52.61,52.41,6,0,5,31.82,449,0,Platinum,0,237,0,1,100.0,51.33,-1.552,1
56-65_Asia-Pacific_Mixed_Medium,56-65,Asia-Pacific,Mixed,Medium,1.77,0,0,1,3,18.26,-18.62,0.116,10.0,65.89,28.38,0,0,1,62.92,47,10,Bronze,0,24,5,4,8.52,47.48,-0.725,0
65+_Asia-Pacific_Leisure_Medium,65+,Asia-Pacific,Leisure,Medium,-16.43,0,1,0,2,-5.55,14.17,-0.126,-2.25,17.04,5.55,1,3,1,15.86,22,3,Bronze,0,27,0,8,76.67,12.41,0.254,0
56-65_North America_Leisure_Medium,56-65,North America,Leisure,Medium,-4.97,0,1,2,1,-30.51,18.08,-1.058,-27.24,78.02,14.05,0,0,2,27.13,325,0,Gold,1,270,0,2,4.21,7.2,-1.308,1
56-65_North America_Leisure_Medium,56-65,North America,Leisure,Medium,-21.1,0,1,1,1,2.02,-34.37,-1.183,-58.2,55.72,17.02,0,0,4,60.13,454,0,Silver,1,108,1,2,5.1,83.75,-1.197,1
46-55_Middle East_Business_Low,46-55,Middle East,Business,Low,-19.91,0,1,0,0,-20.01,-0.7,-1.044,-24.86,63.24,8.33,1,0,2,17.6,710,0,Gold,0,352,0,0,17.5,56.19,-2.024,1
18-25_Europe_Business_Low,18-25,Europe,Business,Low,8.13,0,1,3,4,-41.76,-22.89,-0.451,-20.09,35.56,38.26,0,0,1,19.43,24,8,Bronze,0,12,0,8,11.48,16.17,1.65,0
56-65_Europe_Business_Medium,56-65,Europe,Business,Medium,10.08,0,4,9,10,-18.14,-17.18,0.309,-36.16,42.63,37.73,0,0,4,36.76,11,5,Gold,0,17,0,6,11.32,60.95,0.562,0
26-35_Europe_Business_Medium,26-35,Europe,Business,Medium,12.3,1,3,5,6,-14.89,40.0,0.752,9.79,13.92,44.9,0,0,1,11.94,18,7,Bronze,1,14,0,5,13.47,47.0,1.003,0
26-35_Latin America_Mixed_Medium,26-35,Latin America,Mixed,Medium,-6.07,0,2,4,7,-11.92,23.01,0.025,10.0,33.06,32.16,0,0,0,17.24,64,6,Silver,1,11,0,4,9.65,0.0,0.207,0
36-45_Asia-Pacific_Leisure_Medium,36-45,Asia-Pacific,Leisure,Medium,-12.4,0,0,1,2,-20.52,-26.03,-0.93,-42.83,20.68,63.49,2,0,3,35.44,316,0,Bronze,0,163,1,0,49.05,78.43,-0.994,1
56-65_Asia-Pacific_Leisure_Medium,56-65,Asia-Pacific,Leisure,Medium,-4.84,0,4,3,4,20.0,40.0,0.122,-29.62,32.64,47.12,4,0,3,14.5,47,2,Silver,0,7,0,9,74.14,36.14,0.151,0
56-65_North America_Leisure_Low,56-65,North America,Leisure,Low,-31.86,0,0,2,1,-33.91,-31.9,-0.763,-59.27,71.89,37.29,1,2,1,31.13,504,0,Gold,0,150,0,0,66.19,55.71,-0.823,1
56-65_North America_Mixed_Medium,56-65,North America,Mixed,Medium,15.82,1,2,2,5,-3.69,15.63,0.812,1.72,26.49,16.42,4,0,2,44.13,76,4,Silver,0,26,0,6,64.93,17.3,0.389,0
65+_Europe_Mixed_Medium,65+,Europe,Mixed,Medium,-45.64,0,0,0,2,8.62,31.11,-1.626,-86.72,90.38,36.17,1,2,5,11.24,490,0,Platinum,1,204,6,3,65.85,85.09,-1.354,1
56-65_Europe_Leisure_High,56-65,Europe,Leisure,High,9.6,0,0,3,0,-25.77,-56.68,-1.287,-10.71,51.24,46.53,0,0,2,34.74,322,0,Bronze,0,88,0,0,13.96,85.71,-0.633,1
56-65_Asia-Pacific_Business_Medium,56-65,Asia-Pacific,Business,Medium,-19.84,0,4,1,1,-41.19,-38.41,-0.855,-23.98,57.73,34.7,0,0,3,66.84,571,0,Silver,1,77,0,0,10.41,57.76,-1.287,1
26-35_Asia-Pacific_Business_Low,26-35,Asia-Pacific,Business,Low,-5.12,2,4,10,12,-9.19,-33.45,0.379,-14.57,44.91,0.0,0,0,2,28.72,57,4,Platinum,0,13,0,5,0.0,41.22,0.191,0
18-25_Europe_Business_Low,18-25,Europe,Business,Low,-17.77,0,2,2,2,-50.76,10.8,-0.444,-38.58,72.86,34.09,0,0,3,14.25,414,0,Gold,0,297,0,1,10.23,38.08,-0.752,1
18-25_Asia-Pacific_Business_High,18-25,Asia-Pacific,Business,High,-17.54,1,2,3,6,-19.71,33.69,-0.343,-3.24,47.81,8.93,2,0,3,9.26,37,9,Silver,0,25,0,5,32.68,55.22,-0.149,0
36-45_North America_Business_Medium,36-45,North America,Business,Medium,-41.61,1,3,10,13,-46.23,-21.27,0.734,10.0,69.08,31.78,0,0,1,117.19,50,7,Gold,0,14,1,7,9.53,0.0,0.279,0
26-35_North America_Mixed_Medium,26-35,North America,Mixed,Medium,-24.05,0,1,3,8,-31.28,-4.31,-0.036,-15.91,40.02,18.53,0,0,4,14.13,82,3,Bronze,0,14,0,3,5.56,22.58,-0.449,0
56-65_Middle East_Mixed_Medium,56-65,Middle East,Mixed,Medium,8.66,1,0,2,0,-0.97,4.34,-0.91,-6.41,19.98,0.0,1,0,0,15.93,348,0,Silver,1,185,0,1,15.0,48.49,-2.411,1
18-25_Asia-Pacific_Leisure_Low,18-25,Asia-Pacific,Leisure,Low,-23.37,1,4,15,20,-28.96,3.5,-0.155,-9.26,37.91,31.35,1,0,2,32.77,69,7,Platinum,0,6,0,9,24.41,36.09,0.863,0
46-55_Asia-Pacific_Leisure_Medium,46-55,Asia-Pacific,Leisure,Medium,-24.01,0,0,2,2,-14.07,3.86,-0.51,-41.19,39.48,2.8,1,2,6,11.81,416,0,Platinum,0,235,0,0,55.84,34.83,-2.259,1
46-55_Europe_Leisure_Medium,46-55,Europe,Leisure,Medium,-6.62,0,0,0,1,3.1,-30.3,-0.814,-55.32,0.42,29.74,0,0,3,46.52,405,0,Silver,0,218,0,0,8.92,79.97,-0.93,1
46-55_Europe_Business_High,46-55,Europe,Business,High,-39.93,1,1,3,3,-11.63,-3.67,1.0,-54.04,55.18,20.97,0,0,4,14.43,12,7,Bronze,1,27,6,6,6.29,21.65,1.628,0
56-65_North America_Mixed_Low,56-65,North America,Mixed,Low,-10.26,0,1,3,4,-20.8,-37.33,0.149,-39.12,21.56,1.97,0,0,5,3.17,15,8,Bronze,0,26,0,4,0.59,47.7,-0.926,0
56-65_Middle East_Business_High,56-65,Middle East,Business,High,-1.12,1,5,14,20,-36.62,18.21,-0.35,-26.79,78.61,0.0,0,0,1,17.95,30,9,Platinum,0,17,0,4,0.0,31.07,-1.192,0
36-45_Asia-Pacific_Leisure_Medium,36-45,Asia-Pacific,Leisure,Medium,0.56,0,2,4,8,-21.98,-22.7,-0.188,-23.74,67.89,19.72,1,0,3,11.17,21,12,Gold,0,4,0,5,20.92,9.26,-0.017,0
36-45_North America_Business_Low,36-45,North America,Business,Low,-20.56,0,1,3,3,-34.74,4.47,-0.14,-49.65,48.49,43.3,0,0,2,26.25,51,2,Bronze,0,1,0,6,12.99,32.2,-0.75,0
36-45_Middle East_Mixed_High,36-45,Middle East,Mixed,High,13.12,0,1,0,1,5.69,13.38,-0.884,-15.31,72.63,0.0,2,0,2,13.83,530,0,Platinum,0,246,0,0,30.0,61.52,-1.613,1
65+_Europe_Leisure_High,65+,Europe,Leisure,High,10.32,0,1,0,0,6.21,-15.68,-0.858,1.8,16.25,13.37,0,2,1,10.88,509,0,Bronze,0,81,3,2,44.01,66.09,-2.046,1
46-55_Middle East_Leisure_Medium,46-55,Middle East,Leisure,Medium,-30.91,0,2,1,2,-61.86,-17.37,-1.291,-23.85,41.68,58.34,1,3,2,24.39,309,0,Bronze,0,361,0,2,92.5,51.15,-1.679,1
56-65_North America_Business_Medium,56-65,North America,Business,Medium,5.72,0,0,0,3,-79.28,-33.95,-0.917,1.23,80.43,25.37,1,1,1,168.0,183,0,Silver,1,322,0,1,42.61,0.0,-2.331,1
46-55_North America_Leisure_High,46-55,North America,Leisure,High,-2.73,0,2,1,2,20.0,-2.26,0.277,10.0,61.17,9.01,4,0,2,9.44,37,5,Bronze,0,23,0,3,62.7,6.6,1.672,0
36-45_North America_Leisure_High,36-45,North America,Leisure,High,2.65,2,4,9,14,-27.35,-60.64,0.738,-58.93,78.15,17.41,1,0,2,49.03,11,7,Platinum,1,24,3,7,20.22,36.63,0.859,0
56-65_North America_Business_High,56-65,North America,Business,High,-14.24,0,0,0,1,0.98,-35.49,-0.999,-28.36,72.87,23.97,4,0,3,12.85,360,0,Bronze,1,218,0,0,67.19,85.7,-1.105,1
26-35_Middle East_Mixed_High,26-35,Middle East,Mixed,High,-24.39,0,0,0,0,-16.99,-29.94,-0.841,-15.3,46.0,53.97,2,0,2,41.85,544,0,Bronze,0,63,0,1,46.19,71.72,-2.517,1
18-25_Asia-Pacific_Leisure_Medium,18-25,Asia-Pacific,Leisure,Medium,-7.23,0,0,0,1,-2.6,8.99,-0.696,-56.69,65.28,34.23,3,0,1,20.73,669,0,Silver,0,307,1,0,55.27,63.81,-1.323,1
18-25_Asia-Pacific_Leisure_High,18-25,Asia-Pacific,Leisure,High,0.67,0,0,1,2,-25.69,-25.06,-1.341,-35.3,33.28,45.68,1,0,6,19.87,730,0,Gold,0,278,1,0,28.71,60.59,-1.109,1
36-45_Middle East_Business_Medium,36-45,Middle East,Business,Medium,0.95,0,1,0,2,-25.85,-8.58,-0.942,-38.65,52.92,24.81,0,0,3,164.48,513,0,Bronze,0,217,0,1,7.44,4.99,-0.888,1
46-55_North America_Leisure_Low,46-55,North America,Leisure,Low,0.14,0,0,0,2,9.92,-10.76,-0.522,-39.2,38.55,26.93,0,0,1,43.42,373,1,Silver,1,257,3,1,8.08,46.74,-0.032,1
26-35_Latin America_Business_High,26-35,Latin America,Business,High,-21.13,0,1,2,2,-13.97,-33.36,-0.56,-2.01,44.79,35.85,1,0,1,35.89,561,0,Bronze,1,294,1,2,25.75,26.21,-1.609,1
56-65_Latin America_Business_Low,56-65,Latin America,Business,Low,15.56,0,2,5,7,-5.43,-2.92,-0.025,-36.59,51.31,32.99,0,1,1,86.23,81,6,Bronze,0,18,0,4,29.9,46.25,-0.868,0
46-55_Europe_Business_Medium,46-55,Europe,Business,Medium,12.89,1,0,3,5,13.94,-21.71,0.005,10.0,27.56,28.18,1,0,2,36.64,64,9,Bronze,0,25,3,3,23.45,54.34,1.036,0
36-45_North America_Business_Medium,36-45,North America,Business,Medium,-1.3,0,1,2,2,-25.16,-3.77,0.06,-23.23,76.24,0.0,0,0,3,15.17,400,0,Silver,0,269,0,0,0.0,0.0,0.057,1
46-55_Asia-Pacific_Leisure_High,46-55,Asia-Pacific,Leisure,High,-19.3,0,0,2,1,-50.33,10.36,-1.328,-1.6,81.99,22.42,1,3,1,16.11,671,0,Silver,1,100,0,0,81.73,67.46,-1.397,1
36-45_Europe_Business_Medium,36-45,Europe,Business,Medium,-1.06,0,1,6,8,12.41,-4.3,0.81,10.0,51.8,58.48,0,0,3,30.63,63,4,Bronze,0,8,0,9,17.54,58.69,-1.688,0
65+_Middle East_Leisure_Medium,65+,Middle East,Leisure,Medium,-11.42,0,0,1,0,-30.74,18.25,-1.407,9.61,49.17,14.98,1,0,2,32.37,706,0,Silver,0,132,0,2,19.49,100.0,-1.884,1
18-25_North America_Leisure_Low,18-25,North America,Leisure,Low,-10.28,1,0,4,6,0.63,-1.54,-0.336,-29.02,52.21,41.09,1,0,1,10.77,86,2,Silver,0,8,0,6,27.33,42.64,-0.422,0
18-25_Asia-Pacific_Leisure_Medium,18-25,Asia-Pacific,Leisure,Medium,5.06,0,1,0,0,9.13,-26.96,-1.154,-2.97,51.53,54.32,0,0,3,30.45,407,0,Silver,0,364,0,1,16.3,89.33,-1.878,1
46-55_Asia-Pacific_Business_High,46-55,Asia-Pacific,Business,High,-11.29,0,0,1,1,-40.83,-10.51,-0.235,-56.57,61.53,47.01,0,0,0,12.98,670,0,Bronze,1,180,3,0,14.1,66.58,-0.806,1
26-35_North America_Mixed_Medium,26-35,North America,Mixed,Medium,16.21,0,0,1,1,10.63,-6.66,-1.17,-55.2,67.0,8.74,0,0,2,22.34,403,0,Gold,0,179,0,0,2.62,29.74,-2.002,1
56-65_Europe_Leisure_Medium,56-65,Europe,Leisure,Medium,4.46,0,0,1,3,-9.38,-21.68,-0.585,-7.81,64.92,28.26,4,0,1,3.97,88,10,Silver,0,23,0,7,68.48,78.6,0.36,0
36-45_North America_Business_Medium,36-45,North America,Business,Medium,10.12,0,1,3,3,10.17,18.27,-0.092,-42.53,81.73,30.33,0,0,2,29.81,40,10,Bronze,0,20,0,5,9.1,4.34,0.922,0
56-65_Europe_Leisure_Medium,56-65,Europe,Leisure,Medium,-18.45,1,2,2,3,-64.54,13.81,-1.022,10.0,51.57,2.39,0,1,2,17.05,65,4,Bronze,0,26,0,6,20.72,55.04,-0.651,0
18-25_Middle East_Business_Medium,18-25,Middle East,Business,Medium,-14.26,0,0,0,4,-8.72,-42.96,-1.726,-37.1,56.09,41.43,0,3,1,6.35,713,0,Gold,1,227,2,1,72.43,45.45,-0.982,1
26-35_Europe_Business_Low,26-35,Europe,Business,Low,-23.66,0,0,0,2,-3.6,-9.56,-1.166,-38.89,33.12,2.95,0,0,2,4.58,432,0,Gold,0,157,0,0,0.88,87.69,-0.969,1
26-35_Middle East_Mixed_Medium,26-35,Middle East,Mixed,Medium,14.8,0,2,0,2,-15.5,6.17,-1.191,-10.43,71.08,0.0,0,0,6,26.5,721,1,Gold,1,245,0,2,0.0,45.89,-1.295,1
56-65_North America_Business_Medium,56-65,North America,Business,Medium,30.0,0,2,0,1,-22.39,-62.14,-0.738,-12.72,29.24,29.93,0,0,0,14.13,499,0,Gold,0,252,0,3,8.98,50.04,-2.031,1
18-25_Asia-Pacific_Leisure_High,18-25,Asia-Pacific,Leisure,High,2.81,0,1,1,0,-47.83,3.57,-1.066,-24.26,63.48,51.66,1,2,2,19.59,367,0,Silver,0,122,0,2,70.5,82.42,-1.473,1
56-65_Latin America_Business_Medium,56-65,Latin America,Business,Medium,-1.11,0,1,1,3,-65.93,-14.52,-1.571,-64.16,78.12,39.2,1,0,2,18.13,668,0,Bronze,1,314,1,1,26.76,33.54,-1.097,1
46-55_Europe_Mixed_Medium,46-55,Europe,Mixed,Medium,-12.15,0,0,1,4,7.01,1.75,-1.185,-71.08,60.03,36.96,1,0,1,31.42,533,1,Bronze,1,157,0,0,26.09,65.58,-1.59,1
26-35_Latin America_Business_Low,26-35,Latin America,Business,Low,19.25,0,0,1,2,-34.49,-65.54,-0.758,-60.93,44.55,27.15,0,0,1,75.15,347,0,Silver,1,273,1,0,8.14,21.48,-1.28,1
26-35_Asia-Pacific_Business_Medium,26-35,Asia-Pacific,Business,Medium,-5.67,0,2,3,3,-0.45,-16.99,-0.042,10.0,59.46,14.12,0,1,3,27.46,31,5,Bronze,0,30,0,7,24.23,46.24,0.885,0
46-55_Europe_Leisure_High,46-55,Europe,Leisure,High,-14.72,0,0,4,5,-26.81,17.44,0.489,-3.74,51.27,23.92,0,0,1,12.98,69,9,Gold,0,17,1,9,7.17,21.39,-2.074,0
18-25_Middle East_Leisure_Medium,18-25,Middle East,Leisure,Medium,-27.15,0,2,1,0,10.76,4.56,-1.358,-37.93,56.2,32.86,0,0,3,17.43,257,0,Gold,0,66,0,1,9.86,73.72,-1.895,1
26-35_North America_Leisure_Low,26-35,North America,Leisure,Low,-20.67,2,4,8,12,-16.02,35.78,-0.37,-37.19,53.08,17.39,0,0,3,23.54,31,11,Platinum,0,20,0,6,5.22,48.07,0.953,0
65+_North America_Leisure_High,65+,North America,Leisure,High,-3.95,0,0,0,0,-77.1,12.31,-0.982,-33.6,52.94,17.79,0,0,3,11.98,318,0,Silver,1,180,0,0,5.34,47.53,-2.003,1
65+_Asia-Pacific_Business_Medium,65+,Asia-Pacific,Business,Medium,-32.5,1,3,7,9,-5.62,0.77,-0.55,-9.59,73.28,15.42,0,2,1,29.78,70,7,Gold,1,17,0,9,44.63,10.53,0.195,0
65+_Middle East_Leisure_Medium,65+,Middle East,Leisure,Medium,-23.4,1,4,14,18,-27.63,-11.9,-0.703,-10.24,65.73,25.38,6,0,2,37.08,36,9,Gold,0,11,0,10,97.62,44.91,-0.162,0
36-45_Middle East_Leisure_Medium,36-45,Middle East,Leisure,Medium,19.95,2,1,4,6,-10.1,-12.63,-0.53,10.0,61.5,20.73,0,2,4,92.65,37,5,Gold,0,5,0,1,46.22,33.32,1.705,0
36-45_North America_Leisure_Medium,36-45,North America,Leisure,Medium,7.44,0,0,3,2,-35.74,-0.59,-0.682,-32.14,56.64,37.55,2,0,4,68.42,714,0,Silver,0,60,1,2,41.26,51.31,-2.214,1
18-25_Latin America_Business_Low,18-25,Latin America,Business,Low,-9.88,1,2,2,3,-35.56,-38.22,0.109,-25.32,54.59,12.69,8,0,2,16.81,34,3,Bronze,0,8,0,11,100.0,56.48,0.266,0
46-55_Asia-Pacific_Leisure_High,46-55,Asia-Pacific,Leisure,High,9.15,0,0,0,0,-24.04,9.48,0.427,10.0,56.31,27.68,8,0,1,31.09,23,12,Bronze,0,9,0,3,100.0,64.3,0.22,0
56-65_Latin America_Mixed_Medium,56-65,Latin America,Mixed,Medium,-16.48,0,0,3,0,4.09,-8.84,-1.706,-32.63,44.94,26.3,0,0,4,22.55,560,1,Bronze,0,319,1,1,7.89,74.99,-0.711,1
18-25_Europe_Leisure_High,18-25,Europe,Leisure,High,6.69,1,1,4,6,-25.03,-18.53,0.674,-3.91,66.87,0.0,1,4,2,16.84,22,11,Silver,0,19,0,6,95.0,18.32,-0.107,0
56-65_Asia-Pacific_Business_High,56-65,Asia-Pacific,Business,High,-10.44,0,0,0,3,-0.02,-18.3,-0.805,-27.41,14.08,22.85,1,0,12,37.07,445,0,Gold,0,66,0,2,21.85,64.5,-0.622,1
18-25_Middle East_Leisure_Medium,18-25,Middle East,Leisure,Medium,24.54,0,0,0,1,-6.46,-2.15,-1.616,-56.33,76.27,13.29,0,2,1,16.94,653,0,Silver,1,74,1,0,43.99,8.55,-1.919,1
36-45_Europe_Leisure_Medium,36-45,Europe,Leisure,Medium,-22.06,0,0,2,1,-43.13,-0.98,-0.698,-51.96,66.52,37.22,0,0,3,22.58,602,0,Silver,0,230,1,1,11.17,70.06,-0.731,1
65+_Latin America_Business_High,65+,Latin America,Business,High,17.95,0,1,0,0,-65.07,-18.44,-0.489,-49.06,54.42,38.99,1,0,2,10.32,471,0,Gold,1,352,0,1,26.7,62.99,-0.617,1
46-55_Europe_Leisure_Medium,46-55,Europe,Leisure,Medium,-6.92,0,0,1,0,-23.38,-10.68,-1.489,-53.67,51.76,49.22,0,0,1,24.65,446,0,Gold,1,216,0,0,14.76,59.36,-2.367,1
36-45_Europe_Leisure_Medium,36-45,Europe,Leisure,Medium,-33.17,0,0,1,3,0.28,-29.49,0.417,-11.74,76.13,9.6,0,0,4,10.09,86,5,Silver,0,8,0,6,2.88,18.63,-0.176,0
